,camp_name,id,year,campyearid,location,target,territory,terr_iso,target_country,targ_iso,status,cyear,camp_beyear,start_date,start_year,start_date_source,end_date,end_year,end_date_source,camp_duration,prim_meth,resis_meth,camp_goals,goalschange,camp_orgs,camp_orgs_list,camp_size,camp_size_cat,total_part,camp_confl_intensity,violent_flank,flank_intensity,flank_scope,flank_response,camp_structure,media_outreach,cdivers,cdivers_types,div_class,div_ideology,div_regional,div_ethnicity,div_religion,parall_instit,parall_instit_types,pi_education,pi_soc_welfare,pi_trad_media,pi_new_media,pi_police,pi_armed_wing,pi_courts,pi_pol_party,pi_pol_wing,repression,indiscrim,fatalities_range,audience_backlash,ab_domestic,ab_internat,ab_int_mat,camp_backlash,sec_defect,state_defect,wdrwl_support,camp_support,sdirect,slifted,in_media,dom_media,pop_opinion,ra_initials,tccode,lccode,start_date_obsolete,end_date_obsolete,success,progress,progress_names,goal_names,Time,PopTotal,percent_participation,population_bad,repression_names,resistance method
240,Franco-Madagascan,83,1947,83_1947,Madagascar,French occupation,Madagascar,450.0,France,250.0,0,0,0,1947-3-29,1947,Non-State Actor Data (Gleditsch et al 2013),1963-12-31,1948,Non-State Actor Data (Gleditsch et al 2013),2,0,0,5,0,1,Mouvement Democratique de la Renovation Malagache (MDRM),3,2,200001,-99,0,,,,0,0,1,"1,7",0,0,1,0,0,1,"7,8,9",0,0,0,0,0,0,1,1,1,3,1,5.0,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,,220.0,580.0,29/3/1947,31/12/1963,0,0,status quo,greater autonomy,,,,True,extreme repression,never violent
241,Franco-Madagascan,83,1948,83_1948,Madagascar,French occupation,Madagascar,450.0,France,250.0,0,2,0,1947-3-29,1947,Non-State Actor Data (Gleditsch et al 2013),1963-12-31,1948,Non-State Actor Data (Gleditsch et al 2013),2,0,0,5,0,0,,3,2,200001,0,0,,,,1,0,1,"1,7",0,0,1,0,0,1,"7,8,9",0,0,0,0,0,0,1,1,1,3,1,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,220.0,580.0,29/3/1947,31/12/1963,0,-1,ends in failure,greater autonomy,,,,True,extreme repression,never violent
242,Frolinat,85,1966,85_1966,Chad,Chadian government,,,Chad,148.0,0,0,0,1966-3-1,1966,Burr and Collins 199: 38,1990-12-2,1990,Burr and Collins 1999: 262,25,0,0,0,0,1,Front de Liberation Nationale du Tchad (FROLINAT),-99,-99,-99,2,0,,,,1,0,1,"1,4,7,9",0,0,1,0,1,1,"7,8,9",0,0,0,0,0,0,1,1,1,3,1,-99.0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,,483.0,483.0,1/3/1966,2/12/1990,0,0,status quo,regime change,1966.0,3398664.0,-0.0029129093078927486,True,extreme repression,never violent
243,Frolinat,85,1967,85_1967,Chad,Chadian government,,,Chad,148.0,0,1,0,1966-3-1,1966,Burr and Collins 199: 38,1990-12-2,1990,Burr and Collins 1999: 262,25,0,0,0,0,0,,-99,-99,-99,1,0,,,,1,0,1,"1,4,7,9",0,0,1,0,1,1,"1,7,8,9",1,0,0,0,0,0,1,1,1,3,1,-99.0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,,483.0,483.0,1/3/1966,2/12/1990,0,0,status quo,regime change,1967.0,3461664.0,-0.002859896281094872,True,extreme repression,never violent
244,Frolinat,85,1968,85_1968,Chad,Chadian government,,,Chad,148.0,0,1,0,1966-3-1,1966,Burr and Collins 199: 38,1990-12-2,1990,Burr and Collins 1999: 262,25,0,0,0,0,0,,0,0,800,1,0,,,,1,1,1,"1,2,4,7,9",0,0,1,0,1,1,"7,8,9",0,0,0,0,0,0,1,1,1,3,1,-99.0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,,483.0,483.0,1/3/1966,2/12/1990,0,1,visible gains short of concessions,regime change,1968.0,3526770.0,0.022683645375230026,False,extreme repression,never violent
245,Frolinat,85,1969,85_1969,Chad,Chadian government,,,Chad,148.0,0,1,0,1966-3-1,1966,Burr and Collins 199: 38,1990-12-2,1990,Burr and Collins 1999: 262,25,0,0,0,0,2,First Liberation Army; Second Liberation Army,1,0,3000,1,0,,,,1,0,1,"1,2,3,4,7",1,0,1,0,0,1,"7,8,9",0,0,0,0,0,0,1,1,1,3,1,-99.0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,,483.0,483.0,1/3/1966,2/12/1990,0,0,status quo,regime change,1969.0,3595152.0,0.08344570688527217,False,extreme repression,never violent
246,Frolinat,85,1970,85_1970,Chad,Chadian government,,,Chad,148.0,0,1,0,1966-3-1,1966,Burr and Collins 199: 38,1990-12-2,1990,Burr and Collins 1999: 262,25,0,0,0,0,0,,-99,-99,-99,1,0,,,,1,0,1,"2,3,4,7,9",1,0,1,0,1,1,"7,8,9",0,0,0,0,0,0,1,1,1,3,1,-99.0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,,483.0,483.0,1/3/1966,2/12/1990,0,0,status quo,regime change,1970.0,3667394.0,-0.002699464524400705,True,extreme repression,never violent
247,Frolinat,85,1971,85_1971,Chad,Chadian government,,,Chad,148.0,0,1,0,1966-3-1,1966,Burr and Collins 199: 38,1990-12-2,1990,Burr and Collins 1999: 262,25,0,0,0,0,1,Student riots,-99,-99,-99,2,0,,,,1,1,1,"2,3,7",1,0,1,0,0,1,"3,7,8,9",0,0,1,0,0,0,1,1,1,3,1,-99.0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,,483.0,483.0,1/3/1966,2/12/1990,0,0,status quo,regime change,1971.0,3742534.0,-0.00264526654934865,True,extreme repression,never violent
248,Frolinat,85,1972,85_1972,Chad,Chadian government,,,Chad,148.0,0,1,0,1966-3-1,1966,Burr and Collins 199: 38,1990-12-2,1990,Burr and Collins 1999: 262,25,0,0,0,0,1,Conseil de Commandement des Forces Armees du Nord (CCFAN),-99,-99,-99,2,0,,,,1,1,1,"1,2,3,4,7",1,0,1,0,0,1,"3,7,8,9",0,0,1,0,0,0,1,1,1,3,1,-99.0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,,483.0,483.0,1/3/1966,2/12/1990,0,0,status quo,regime change,1972.0,3824399.0,-0.0025886420323820818,True,extreme repression,never violent
249,Frolinat,85,1973,85_1973,Chad,Chadian government,,,Chad,148.0,0,1,0,1966-3-1,1966,Burr and Collins 199: 38,1990-12-2,1990,Burr and Collins 1999: 262,25,0,0,0,0,0,,-99,-99,-99,2,0,,,,1,1,1,"2,3,4,7",1,0,1,0,0,1,"3,7,8,9",0,0,1,0,0,0,1,1,1,3,1,-99.0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,,483.0,483.0,1/3/1966,2/12/1990,0,0,status quo,regime change,1973.0,3912905.0,-0.002530089537057506,True,extreme repression,never violent
250,Frolinat,85,1974,85_1974,Chad,Chadian government,,,Chad,148.0,0,1,0,1966-3-1,1966,Burr and Collins 199: 38,1990-12-2,1990,Burr and Collins 1999: 262,25,0,0,0,0,0,,0,0,500,2,0,,,,1,1,1,"2,3,4,7",1,0,1,0,0,1,"3,7,8,9",0,0,1,0,0,0,1,1,1,3,1,-99.0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,,483.0,483.0,1/3/1966,2/12/1990,0,0,status quo,regime change,1974.0,4000559.0,0.01249825336909167,False,extreme repression,never violent
251,Frolinat,85,1975,85_1975,Chad,Chadian government,,,Chad,148.0,0,1,0,1966-3-1,1966,Burr and Collins 199: 38,1990-12-2,1990,Burr and Collins 1999: 262,25,0,0,0,0,1,"Volcan Force (later in 1980, changed name to Conseil Democratique de la Revolution--CDR)",-99,-99,-99,2,0,,,,1,0,1,"2,3,4,7",1,0,1,0,0,1,"7,8,9",0,0,0,0,0,0,1,1,1,3,0,-99.0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,,483.0,483.0,1/3/1966,2/12/1990,0,0,status quo,regime change,1975.0,4084110.0,-0.002424028735758831,True,extreme repression,never violent
252,Frolinat,85,1976,85_1976,Chad,Chadian government,,,Chad,148.0,0,1,0,1966-3-1,1966,Burr and Collins 199: 38,1990-12-2,1990,Burr and Collins 1999: 262,25,0,0,0,0,0,,-99,-99,-99,3,0,,,,1,0,1,"2,3,4,7",1,0,1,0,0,1,"7,8,9",0,0,0,0,0,0,1,1,1,3,0,-99.0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,,483.0,483.0,1/3/1966,2/12/1990,0,0,status quo,regime change,1976.0,4163051.0000000005,-0.0023780635884595213,True,extreme repression,never violent
253,Frolinat,85,1977,85_1977,Chad,Chadian government,,,Chad,148.0,0,1,0,1966-3-1,1966,Burr and Collins 199: 38,1990-12-2,1990,Burr and Collins 1999: 262,25,0,0,0,0,1,Third Liberation Army--Mouvement Populaire pour la Liberation du Tchad (MPLT),-99,-99,-99,2,0,,,,1,0,1,"2,3,4,7",1,0,1,0,0,1,"7,8,9",0,0,0,0,0,0,1,1,1,3,0,-99.0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,,483.0,483.0,1/3/1966,2/12/1990,0,0,status quo,regime change,1977.0,4238551.0,-0.0023357038761595648,True,extreme repression,never violent
254,Frolinat,85,1978,85_1978,Chad,Chadian government,,,Chad,148.0,0,1,0,1966-3-1,1966,Burr and Collins 199: 38,1990-12-2,1990,Burr and Collins 1999: 262,25,0,0,0,0,1,Forces Armees Populaires (FAP),1,0,5000,2,0,,,,1,1,1,"2,3,4,7",1,0,1,0,0,1,"7,8,9",0,0,0,0,0,0,1,1,1,3,0,-99.0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,,483.0,483.0,1/3/1966,2/12/1990,0,3,significant concessions achieved,regime change,1978.0,4313479.0,0.11591571443839183,False,extreme repression,never violent
255,Frolinat,85,1979,85_1979,Chad,Chadian government,,,Chad,148.0,0,1,0,1966-3-1,1966,Burr and Collins 199: 38,1990-12-2,1990,Burr and Collins 1999: 262,25,0,0,0,0,0,,-99,-99,-99,3,0,,,,1,1,1,"2,3,4,7",1,0,1,0,0,1,"3,7,8,9",0,0,1,0,0,0,1,1,1,3,0,-99.0,1,1,0,0,2,0,1,0,1,0,0,2,2,0,,483.0,483.0,1/3/1966,2/12/1990,0,3,significant concessions achieved,regime change,1979.0,4402942.0,-0.0022484965734274947,True,extreme repression,never violent
256,Frolinat,85,1982,85_1982,Chad,Chadian government,,,Chad,148.0,0,1,0,1966-3-1,1966,Burr and Collins 199: 38,1990-12-2,1990,Burr and Collins 1999: 262,25,0,0,0,0,2,Forces Armees Nationale Tchadiennes (FANT); Forces Populaires de Liberation (FPL),1,0,5000,2,0,,,,1,1,1,"2,3,4,7",1,0,1,0,0,1,"3,7,8,9",0,0,1,0,0,0,1,1,1,3,0,-99.0,0,0,0,0,3,0,0,1,1,0,0,0,2,0,,483.0,483.0,1/3/1966,2/12/1990,0,3,significant concessions achieved,regime change,1982.0,4622828.0,0.1081589018669957,False,extreme repression,never violent
257,Frolinat,85,1983,85_1983,Chad,Chadian government,,,Chad,148.0,0,1,0,1966-3-1,1966,Burr and Collins 199: 38,1990-12-2,1990,Burr and Collins 1999: 262,25,0,0,0,0,0,,-99,-99,-99,2,0,,,,1,1,1,"2,3,4,7",1,0,1,0,0,1,"3,7,8,9",0,0,1,0,0,0,1,1,1,3,1,-99.0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,,483.0,483.0,1/3/1966,2/12/1990,0,0,status quo,regime change,1983.0,4859173.0,-0.0020373837276425433,True,extreme repression,never violent
258,Frolinat,85,1984,85_1984,Chad,Chadian government,,,Chad,148.0,0,1,0,1966-3-1,1966,Burr and Collins 199: 38,1990-12-2,1990,Burr and Collins 1999: 262,25,0,0,0,0,0,,-99,-99,-99,2,0,,,,1,1,1,"2,3,4,7",1,0,1,0,0,1,"3,7,8,9",0,0,1,0,0,0,1,1,1,3,0,-99.0,2,0,1,0,2,0,0,1,1,0,0,0,2,0,,483.0,483.0,1/3/1966,2/12/1990,0,0,status quo,regime change,1984.0,4920556.0,-0.0020119677532376423,True,extreme repression,never violent
259,Frolinat,85,1985,85_1985,Chad,Chadian government,,,Chad,148.0,0,1,0,1966-3-1,1966,Burr and Collins 199: 38,1990-12-2,1990,Burr and Collins 1999: 262,25,0,0,0,0,0,,2,1,16000,2,0,,,,1,1,1,"2,3,4,7",1,0,1,0,0,1,"3,7,8,9",0,0,1,0,0,0,1,1,1,3,0,-99.0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,,483.0,483.0,1/3/1966,2/12/1990,0,0,status quo,regime change,1985.0,4967590.0,0.32208777294422447,False,extreme repression,never violent
260,Frolinat,85,1986,85_1986,Chad,Chadian government,,,Chad,148.0,0,1,0,1966-3-1,1966,Burr and Collins 199: 38,1990-12-2,1990,Burr and Collins 1999: 262,25,0,0,0,0,0,,-99,-99,-99,2,0,,,,1,1,1,"2,3,4,7",1,0,1,0,0,1,"3,7,8,9",0,0,1,0,0,0,1,1,1,3,1,-99.0,0,0,0,0,2,0,1,0,1,0,0,0,2,0,,483.0,483.0,1/3/1966,2/12/1990,0,0,status quo,regime change,1986.0,5118160.0,-0.0019342888850680713,True,extreme repression,never violent
261,Frolinat,85,1987,85_1987,Chad,Chadian government,,,Chad,148.0,0,1,0,1966-3-1,1966,Burr and Collins 199: 38,1990-12-2,1990,Burr and Collins 1999: 262,25,0,0,0,0,0,,-99,-99,-99,2,0,,,,1,0,1,"2,3,4,7",1,0,1,0,0,1,"7,8,9",0,0,0,0,0,0,1,1,1,3,0,-99.0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,,483.0,483.0,1/3/1966,2/12/1990,0,0,status quo,regime change,1987.0,5300852.0,-0.0018676242988862923,True,extreme repression,never violent
262,Frolinat,85,1988,85_1988,Chad,Chadian government,,,Chad,148.0,0,1,0,1966-3-1,1966,Burr and Collins 199: 38,1990-12-2,1990,Burr and Collins 1999: 262,25,0,0,0,0,0,,-99,-99,-99,2,0,,,,1,1,1,"2,3,4,7",1,0,1,0,0,1,"7,8,9",0,0,0,0,0,0,1,1,1,3,0,-99.0,0,0,0,0,2,1,1,0,1,0,0,1,0,0,,483.0,483.0,1/3/1966,2/12/1990,0,0,status quo,regime change,1988.0,5483038.0,-0.001805568372861906,True,extreme repression,never violent
263,Frolinat,85,1989,85_1989,Chad,Chadian government,,,Chad,148.0,0,1,0,1966-3-1,1966,Burr and Collins 199: 38,1990-12-2,1990,Burr and Collins 1999: 262,25,0,0,0,0,0,,1,0,7001,2,0,,,,1,0,1,"2,3,4,7",1,0,1,0,0,1,"7,8,9",0,0,0,0,0,0,1,1,1,3,0,-99.0,0,0,0,0,2,1,1,0,1,0,0,0,2,0,,483.0,483.0,1/3/1966,2/12/1990,0,0,status quo,regime change,1989.0,5670619.0,0.12346094844319463,False,extreme repression,never violent
264,Frolinat,85,1990,85_1990,Chad,Chadian government,,,Chad,148.0,0,2,0,1966-3-1,1966,Burr and Collins 199: 38,1990-12-2,1990,Burr and Collins 1999: 262,25,0,0,0,0,1,,1,0,2000,2,0,,,,1,0,1,"2,3,4,7,8",1,0,1,1,0,1,"7,8,9",0,0,0,0,0,0,1,1,1,3,1,-99.0,0,0,0,0,3,1,0,0,1,0,0,2,2,0,,483.0,483.0,1/3/1966,2/12/1990,1,4,complete success,regime change,1990.0,5827069.0,0.034322572806328534,False,extreme repression,never violent
265,Front for the Liberation of Mozambique,86,1963,86_1963,Mozambique,Portuguese occupation,Mozambique,508.0,Mozambique,620.0,0,0,0,1963-5-1,1963,"Grundy, Kenneth. ""Confrontation and Accommodation in Southern Africa: The Limits of Independence (Perspectives on Southern Africa) Hardcover  June, 1973."" N.p., n.d. Web. 02 Aug. 2017. <https://www.amazon.com/Confrontation-Accommodation-Southern-Africa-Independence/dp/0520022718>.",1974-7-27,1974,PRIO Battle Death Data,12,1,0,5,0,1,Front for the Liberation of Mozambique (FRELIMO),2,1,15000,3,2,3.0,2.0,2.0,1,0,1,"1,2,3,4,5,7,8,9",1,1,1,1,1,1,"1,3,4,6,7",1,0,1,1,0,1,1,0,0,3,1,-99.0,"2,3",0,1,1,3,0,1,0,1,1,0,1,2,-99,,235.0,541.0,1/5/1963,27/7/1974,0,1,visible gains short of concessions,greater autonomy,1963.0,7209807.0,0.2080499519612661,False,extreme repression,sometimes violent
266,Front for the Liberation of Mozambique,86,1964,86_1964,Mozambique,Portuguese occupation,Mozambique,508.0,Mozambique,620.0,0,1,0,1963-5-1,1963,"Grundy, Kenneth. ""Confrontation and Accommodation in Southern Africa: The Limits of Independence (Perspectives on Southern Africa) Hardcover  June, 1973."" N.p., n.d. Web. 02 Aug. 2017. <https://www.amazon.com/Confrontation-Accommodation-Southern-Africa-Independence/dp/0520022718>.",1974-7-27,1974,PRIO Battle Death Data,12,0,1,5,0,1,Revolutionary Committee of Mozambique (COREMO),2,1,15000,2,0,,,,1,0,1,"1,2,3,4,5,6,7,8,9",1,1,1,1,1,1,"1,3,4,7",1,0,1,1,0,0,1,0,0,3,1,4.0,"2,3",0,1,1,3,0,0,0,1,1,0,1,2,-99,,235.0,541.0,1/5/1963,27/7/1974,0,1,visible gains short of concessions,greater autonomy,1964.0,7363639.0,0.20370363077277415,False,extreme repression,sometimes violent
267,Front for the Liberation of Mozambique,86,1965,86_1965,Mozambique,Portuguese occupation,Mozambique,508.0,Mozambique,620.0,0,1,0,1963-5-1,1963,"Grundy, Kenneth. ""Confrontation and Accommodation in Southern Africa: The Limits of Independence (Perspectives on Southern Africa) Hardcover  June, 1973."" N.p., n.d. Web. 02 Aug. 2017. <https://www.amazon.com/Confrontation-Accommodation-Southern-Africa-Independence/dp/0520022718>.",1974-7-27,1974,PRIO Battle Death Data,12,0,0,5,0,0,,2,1,15000,2,0,,,,1,0,1,"1,2,3,4,5,6,7,8,9",1,1,1,1,1,1,"1,3,4,7",1,0,1,1,0,0,1,0,0,3,1,4.0,"2,3",0,1,1,3,0,0,0,1,1,0,1,2,-99,,235.0,541.0,1/5/1963,27/7/1974,0,1,visible gains short of concessions,greater autonomy,1965.0,7524154.0,0.19935796104120143,False,extreme repression,sometimes violent
268,Front for the Liberation of Mozambique,86,1966,86_1966,Mozambique,Portuguese occupation,Mozambique,508.0,Mozambique,620.0,0,1,0,1963-5-1,1963,"Grundy, Kenneth. ""Confrontation and Accommodation in Southern Africa: The Limits of Independence (Perspectives on Southern Africa) Hardcover  June, 1973."" N.p., n.d. Web. 02 Aug. 2017. <https://www.amazon.com/Confrontation-Accommodation-Southern-Africa-Independence/dp/0520022718>.",1974-7-27,1974,PRIO Battle Death Data,12,0,0,5,0,0,,2,1,15000,2,0,,,,1,0,1,"1,2,3,4,5,6,7,8,9",1,1,1,1,1,1,"1,4,7",1,0,0,1,0,0,1,0,0,3,1,-99.0,"2,3",0,1,1,3,0,0,0,1,1,0,1,2,-99,,235.0,541.0,1/5/1963,27/7/1974,0,1,visible gains short of concessions,greater autonomy,1966.0,7689643.0,0.19506757335808697,False,extreme repression,sometimes violent
269,Front for the Liberation of Mozambique,86,1967,86_1967,Mozambique,Portuguese occupation,Mozambique,508.0,Mozambique,620.0,0,1,0,1963-5-1,1963,"Grundy, Kenneth. ""Confrontation and Accommodation in Southern Africa: The Limits of Independence (Perspectives on Southern Africa) Hardcover  June, 1973."" N.p., n.d. Web. 02 Aug. 2017. <https://www.amazon.com/Confrontation-Accommodation-Southern-Africa-Independence/dp/0520022718>.",1974-7-27,1974,PRIO Battle Death Data,12,0,0,5,0,0,,2,1,15000,3,0,,,,1,0,1,"1,2,3,4,5,6,7,8,9",1,1,1,1,1,1,"1,3,4,7",1,0,1,1,0,0,1,0,0,3,1,-99.0,"2,3",0,1,1,3,0,0,0,1,1,0,1,2,-99,,235.0,541.0,1/5/1963,27/7/1974,0,1,visible gains short of concessions,greater autonomy,1967.0,7859471.0,0.19085253956659423,False,extreme repression,sometimes violent
270,Front for the Liberation of Mozambique,86,1968,86_1968,Mozambique,Portuguese occupation,Mozambique,508.0,Mozambique,620.0,0,1,0,1963-5-1,1963,"Grundy, Kenneth. ""Confrontation and Accommodation in Southern Africa: The Limits of Independence (Perspectives on Southern Africa) Hardcover  June, 1973."" N.p., n.d. Web. 02 Aug. 2017. <https://www.amazon.com/Confrontation-Accommodation-Southern-Africa-Independence/dp/0520022718>.",1974-7-27,1974,PRIO Battle Death Data,12,0,0,5,0,0,,2,1,15000,3,0,,,,1,0,1,"1,2,3,4,5,6,7,8,9",1,1,1,1,1,1,"1,3,4,7",1,0,1,1,0,0,1,0,0,3,1,-99.0,"2,3",0,1,1,3,0,0,0,1,1,0,1,2,-99,,235.0,541.0,1/5/1963,27/7/1974,0,1,visible gains short of concessions,greater autonomy,1968.0,8035529.0,0.18667097088443088,False,extreme repression,sometimes violent
271,Front for the Liberation of Mozambique,86,1969,86_1969,Mozambique,Portuguese occupation,Mozambique,508.0,Mozambique,620.0,0,1,0,1963-5-1,1963,"Grundy, Kenneth. ""Confrontation and Accommodation in Southern Africa: The Limits of Independence (Perspectives on Southern Africa) Hardcover  June, 1973."" N.p., n.d. Web. 02 Aug. 2017. <https://www.amazon.com/Confrontation-Accommodation-Southern-Africa-Independence/dp/0520022718>.",1974-7-27,1974,PRIO Battle Death Data,12,0,0,5,0,0,,2,1,15000,3,0,,,,1,0,1,"1,2,3,4,5,6,7,8,9",1,1,1,1,1,1,"1,3,4,7",1,0,1,1,0,0,1,0,0,3,1,-99.0,"2,3",0,1,1,3,0,0,0,1,1,0,1,2,-99,,235.0,541.0,1/5/1963,27/7/1974,0,1,visible gains short of concessions,greater autonomy,1969.0,8217930.0,0.1825277168338012,False,extreme repression,sometimes violent
272,Front for the Liberation of Mozambique,86,1970,86_1970,Mozambique,Portuguese occupation,Mozambique,508.0,Mozambique,620.0,0,1,0,1963-5-1,1963,"Grundy, Kenneth. ""Confrontation and Accommodation in Southern Africa: The Limits of Independence (Perspectives on Southern Africa) Hardcover  June, 1973."" N.p., n.d. Web. 02 Aug. 2017. <https://www.amazon.com/Confrontation-Accommodation-Southern-Africa-Independence/dp/0520022718>.",1974-7-27,1974,PRIO Battle Death Data,12,0,0,5,0,0,,2,1,15000,1,0,,,,1,0,1,"1,2,3,4,5,6,7,8,9",1,1,1,1,1,1,"1,3,4,7",1,0,1,1,0,0,1,0,0,3,1,-99.0,"2,3",0,1,1,3,0,0,0,1,1,0,1,2,-99,,235.0,541.0,1/5/1963,27/7/1974,0,1,visible gains short of concessions,greater autonomy,1970.0,8411676.0,0.17832355882466228,False,extreme repression,sometimes violent
273,Front for the Liberation of Mozambique,86,1971,86_1971,Mozambique,Portuguese occupation,Mozambique,508.0,Mozambique,620.0,0,1,0,1963-5-1,1963,"Grundy, Kenneth. ""Confrontation and Accommodation in Southern Africa: The Limits of Independence (Perspectives on Southern Africa) Hardcover  June, 1973."" N.p., n.d. Web. 02 Aug. 2017. <https://www.amazon.com/Confrontation-Accommodation-Southern-Africa-Independence/dp/0520022718>.",1974-7-27,1974,PRIO Battle Death Data,12,0,0,5,0,0,,2,1,15000,1,0,,,,1,0,1,"1,2,3,4,5,6,7,8,9",1,1,1,1,1,1,"1,3,4,7",1,0,1,1,0,0,1,0,0,3,1,-99.0,"2,3",0,1,1,3,0,0,0,1,1,0,1,2,-99,,235.0,541.0,1/5/1963,27/7/1974,0,1,visible gains short of concessions,greater autonomy,1971.0,8622890.0,0.17395559957276505,False,extreme repression,sometimes violent
274,Front for the Liberation of Mozambique,86,1972,86_1972,Mozambique,Portuguese occupation,Mozambique,508.0,Mozambique,620.0,0,1,0,1963-5-1,1963,"Grundy, Kenneth. ""Confrontation and Accommodation in Southern Africa: The Limits of Independence (Perspectives on Southern Africa) Hardcover  June, 1973."" N.p., n.d. Web. 02 Aug. 2017. <https://www.amazon.com/Confrontation-Accommodation-Southern-Africa-Independence/dp/0520022718>.",1974-7-27,1974,PRIO Battle Death Data,12,0,0,5,0,0,,2,1,15000,1,0,,,,1,0,1,"1,2,3,4,5,6,7,8,9",1,1,1,1,1,1,"1,3,4,7",1,0,1,1,0,0,1,0,0,3,1,5.0,"2,3",0,1,1,3,0,0,0,1,1,0,1,2,-99,,235.0,541.0,1/5/1963,27/7/1974,0,1,visible gains short of concessions,greater autonomy,1972.0,8860585.0,0.1692890480707538,False,extreme repression,sometimes violent
275,Front for the Liberation of Mozambique,86,1973,86_1973,Mozambique,Portuguese occupation,Mozambique,508.0,Mozambique,620.0,0,1,0,1963-5-1,1963,"Grundy, Kenneth. ""Confrontation and Accommodation in Southern Africa: The Limits of Independence (Perspectives on Southern Africa) Hardcover  June, 1973."" N.p., n.d. Web. 02 Aug. 2017. <https://www.amazon.com/Confrontation-Accommodation-Southern-Africa-Independence/dp/0520022718>.",1974-7-27,1974,PRIO Battle Death Data,12,0,0,5,0,0,,2,1,15000,1,0,,,,1,0,1,"1,2,3,4,5,6,7,8,9",1,1,1,1,1,1,"1,3,4,7",1,0,1,1,0,0,1,0,0,3,1,5.0,"2,3",0,1,1,3,0,0,0,1,1,0,1,2,-99,,235.0,541.0,1/5/1963,27/7/1974,0,1,visible gains short of concessions,greater autonomy,1973.0,9123668.0,0.1644075606433728,False,extreme repression,sometimes violent
276,Front for the Liberation of Mozambique,86,1974,86_1974,Mozambique,Portuguese occupation,Mozambique,508.0,Mozambique,620.0,0,2,0,1963-5-1,1963,"Grundy, Kenneth. ""Confrontation and Accommodation in Southern Africa: The Limits of Independence (Perspectives on Southern Africa) Hardcover  June, 1973."" N.p., n.d. Web. 02 Aug. 2017. <https://www.amazon.com/Confrontation-Accommodation-Southern-Africa-Independence/dp/0520022718>.",1974-7-27,1974,PRIO Battle Death Data,12,0,0,5,0,0,,2,1,15000,1,0,,,,1,0,1,"1,2,3,4,5,6,7,8,9",1,1,1,1,1,1,"1,3,4,7",1,0,1,1,0,0,1,0,0,3,1,-99.0,"2,3",0,1,1,3,0,0,0,1,1,0,1,2,-99,,235.0,541.0,1/5/1963,27/7/1974,1,4,complete success,greater autonomy,1974.0,9404221.0,0.15950284452056157,False,extreme repression,sometimes violent
277,Greece Anti-Military,89,1973,89_1973,Greece,Military rule,,,Greece,300.0,0,0,0,1973-2-21,1973,"""Thousands of Greeks Mark 40th Anniversary of Student Uprising, Protest against Austerity (PHOTOS, VIDEO)."" RT International. N.p., 17 Nov. 2013. Web. 19 Mar. 2017. <https://www.rt.com/news/greece-rally-austerity-protest-872/>.",1974-7-15,1974,"""Thousands of Greeks Mark 40th Anniversary of Student Uprising, Protest against Austerity (PHOTOS, VIDEO)."" RT International. N.p., 17 Nov. 2013. Web. 19 Mar. 2017. <https://www.rt.com/news/greece-rally-austerity-protest-872/>.",2,1,0,0,0,1,Movement of 20 October,2,1,15000,0,2,2.0,2.0,2.0,0,0,1,"1,2,3,5,6,7",1,1,1,0,0,1,8,0,0,0,0,0,0,0,1,0,3,0,2.0,1,1,0,0,3,1,0,0,0,0,0,1,2,2,,350.0,350.0,21/2/1973,15/7/1974,0,2,limited concession achieved,regime change,1973.0,8666390.0,0.17308244840123743,False,extreme repression,always violent
